Booth Number	Latitude	Longitude	Search	Settlement Number	Source
16	32.8375906	35.07914969999999	יוספטל 25 קרית מוצקין	8200	Quant
17	32.8363865	35.0777936	שפרינצק 13 קרית מוצקין	8200	Quant
18	32.8297828	35.0746437	שד גושן משה 62 קרית מוצקין	8200	Quant
19	32.8363865	35.0777936	שפרינצק 13 קרית מוצקין	8200	Quant
20	32.8332712	35.0742403	שד ויצמן 4 קרית מוצקין	8200	Quant
21	32.8360911	35.0765248	החשמונאים 10 קרית מוצקין	8200	Quant
22	32.8377627	35.0784048	יוספטל 52, קרית מוצקין	8200	Google
23	32.84057790000001	35.0837887	דקר 4 קרית מוצקין	8200	Quant
24	32.8431807	35.08399130000001	דקר 11 קרית מוצקין	8200	Quant
25	32.8417768	35.0804562	דולצ'ין אריה 1 קרית מוצקין	8200	Quant
26	32.8377627	35.0784048	יוספטל 52, קרית מוצקין	8200	Google
27	32.84057790000001	35.0837887	דקר 4 קרית מוצקין	8200	Quant
28	32.8377192	35.0796308	יוספטל 25, קרית מוצקין	8200	Google
29	32.84057790000001	35.0837887	דקר 4 קרית מוצקין	8200	Quant
30	32.8377627	35.0784048	יוספטל 52, קרית מוצקין	8200	Google
31	32.8278565	35.0753387	שד גושן משה 50 קרית מוצקין	8200	Quant
32	32.8377627	35.0784048	יוספטל 52, קרית מוצקין	8200	Google
35	32.8332712	35.0742403	שד ויצמן 4 קרית מוצקין	8200	Quant
36	32.8360911	35.0765248	החשמונאים 10 קרית מוצקין	8200	Quant
44	32.8342271	35.078516	שד ויצמן 41 קרית מוצקין	8200	Quant
51	32.845569	35.0833197	החשמונאים 76 קרית מוצקין	8200	Quant
66	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
67	32.8459353	35.0900679	קדיש לוז 56 קרית מוצקין	8200	Quant
68	32.8527745	35.0933808	דרך עכו 257 קרית מוצקין	8200	Quant
69	32.8459353	35.0900679	קדיש לוז 56 קרית מוצקין	8200	Quant
12	32.8297828	35.0746437	שד גושן משה 62 קרית מוצקין	8200	Quant
33	32.8319869	35.0765065	מורדי הגטאות 17 קרית מוצקין	8200	Quant
37	31.747847	35.170916	דולצ'ין אריה 1, קרית מוצקין	8200	Google
38	31.747847	35.170916	דולצ'ין אריה 1, קרית מוצקין	8200	Google
43	32.8297828	35.0746437	שד גושן משה 62 קרית מוצקין	8200	Quant
50	31.747847	35.170916	דולצ'ין אריה 1, קרית מוצקין	8200	Google
52	32.8414083	35.0834464	אלון יגאל 4 קרית מוצקין	8200	Quant
53	32.8414083	35.0834464	אלון יגאל 4 קרית מוצקין	8200	Quant
55	32.84057790000001	35.0837887	דקר 4 קרית מוצקין	8200	Quant
60	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
61	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
62	32.8527745	35.0933808	דרך עכו 257 קרית מוצקין	8200	Quant
63	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
64	32.84057790000001	35.0837887	דקר 4 קרית מוצקין	8200	Quant
65	32.84593	35.089829	קדיש לוז 55 קרית מוצקין	8200	Quant
34	32.8360911	35.0765248	החשמונאים 10 קרית מוצקין	8200	Quant
39	31.747847	35.170916	דולצ'ין אריה 1, קרית מוצקין	8200	Google
40	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
70	32.84593	35.089829	קדיש לוז 55 קרית מוצקין	8200	Quant
71	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
990	32.8451198	35.08967	קדיש לוז 56, קרית מוצקין	8200	Google
54	32.8471285	35.0855377	מנור אהוד 7 קרית מוצקין	8200	Quant
59	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
72	32.8545285	35.091505	בגין מנחם 26 קרית מוצקין	8200	Quant
41	32.84688	35.08569	מנור אהוד 7, קרית מוצקין	8200	Google
42	32.8459294	35.0895267	קדיש לוז 55, קרית מוצקין	8200	Google
45	32.84688	35.08569	מנור אהוד 7, קרית מוצקין	8200	Google
46	32.8516543	35.0854153	"ש""י עגנון 7, קרית מוצקין"	8200	Google
47	32.8516543	35.0854153	"ש""י עגנון 7, קרית מוצקין"	8200	Google
2	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
3	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
5	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
6	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
7	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
8	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
9	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
10	31.9874156	34.7894385	אנילביץ 34 ראשון לציון	8300	Quant
11	31.9861483	34.7893753	אנילביץ 43, ראשון לציון	8300	Google
12	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
13	31.9655691	34.8004485	עין הקורא 23 ראשון לציון	8300	Quant
14	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
15	31.9636881	34.7910134	הירקון 4 ראשון לציון	8300	Quant
16	31.9698566	34.7944348	צמח 7 ראשון לציון	8300	Quant
17	31.9705519	34.7934562	הבריגדה 10 ראשון לציון	8300	Quant
18	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
19	31.9631978	34.7930333	רמז 11 ראשון לציון	8300	Quant
20	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
21	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
22	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
23	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
24	31.95598339999999	34.7996028	דרובין יואל 37 ראשון לציון	8300	Quant
25	31.95598339999999	34.7996028	דרובין יואל 37 ראשון לציון	8300	Quant
26	31.9642601	34.8075601	אחד העם 2 ראשון לציון	8300	Quant
28	31.9703399	34.7928883	המתנדבים 6, ראשון לציון	8300	Google
29	31.9742028	34.798491	אהרון וברוך 1 ראשון לציון	8300	Quant
30	31.9715986	34.808532	וייז סטפן 13 ראשון לציון	8300	Quant
31	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
32	31.9715986	34.808532	וייז סטפן 13 ראשון לציון	8300	Quant
33	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
34	31.9633727	34.8147864	האחים סולימן 2 ראשון לציון	8300	Quant
35	31.9685069	34.8123892	קידוש השם 11 ראשון לציון	8300	Quant
36	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
37	31.9664179	34.8037183	"תרמ""ב 7, ראשון לציון"	8300	Google
38	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
39	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
40	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
41	31.95598339999999	34.7996028	דרובין יואל 37 ראשון לציון	8300	Quant
42	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
43	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
44	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
45	31.9715986	34.808532	וייז סטפן 13 ראשון לציון	8300	Quant
46	31.9568103	34.8243051	החצב 22א ראשון לציון	8300	Quant
47	31.9693588	34.8218229	ההכשרות 4 ראשון לציון	8300	Quant
48	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
49	31.9567665	34.8143657	גרינשפן הרשל 6, ראשון לציון	8300	Google
50	31.9568322	34.8143625	גרינשפן הרשל 6 ראשון לציון	8300	Quant
51	31.9515496	34.8103175	גיבשטיין יהושע 31 ראשון לציון	8300	Quant
52	31.9543296	34.8215245	שד יעקב 50 ראשון לציון	8300	Quant
54	31.9565742	34.819364	רקפת 33, ראשון לציון	8300	Google
55	31.950001	34.82727	נחמיה 111 ראשון לציון	8300	Quant
56	31.950001	34.82727	נחמיה 111 ראשון לציון	8300	Quant
57	31.9493715	34.819903	אלפסי 13 ראשון לציון	8300	Quant
58	31.9493715	34.819903	אלפסי 13 ראשון לציון	8300	Quant
59	31.9543296	34.8215245	שד יעקב 50 ראשון לציון	8300	Quant
60	32.0187947	34.7933743	ירמיהו 11 ראשון לציון	8300	Quant
61	31.9681999	34.8093172	"צ""ג בנות 36 ראשון לציון"	8300	Quant
62	31.9681999	34.8093172	"צ""ג בנות 36 ראשון לציון"	8300	Quant
63	31.9691236	34.8109798	מרגולין 22 ראשון לציון	8300	Quant
64	31.9685292	34.8122667	קידוש השם 11, ראשון לציון	8300	Google
65	31.9564132	34.8056466	סמילנסקי 30 ראשון לציון	8300	Quant
66	31.958074	34.802164	הרצל 119 ראשון לציון	8300	Quant
67	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
68	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
69	31.9603391	34.81375620000001	הרברט סמואל 15 ראשון לציון	8300	Quant
70	31.9595793	34.8115315	בלקינד שמשון 21 ראשון לציון	8300	Quant
71	31.9564132	34.8056466	סמילנסקי 30 ראשון לציון	8300	Quant
72	31.9595793	34.8115315	בלקינד שמשון 21 ראשון לציון	8300	Quant
73	31.9539823	34.8056438	סמילנסקי 40 ראשון לציון	8300	Quant
74	31.9742028	34.798491	אהרון וברוך 1 ראשון לציון	8300	Quant
75	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
76	31.9742028	34.798491	אהרון וברוך 1 ראשון לציון	8300	Quant
77	31.9702903	34.7933036	המתנדבים 6 ראשון לציון	8300	Quant
78	31.9705519	34.7934562	הבריגדה 10 ראשון לציון	8300	Quant
79	31.9705519	34.7934562	הבריגדה 10 ראשון לציון	8300	Quant
80	31.95598339999999	34.7996028	דרובין יואל 37 ראשון לציון	8300	Quant
81	31.9592676	34.7973197	ברניצקי נתן 29 ראשון לציון	8300	Quant
82	31.9636881	34.7910134	הירקון 4 ראשון לציון	8300	Quant
83	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
84	31.9592676	34.7973197	ברניצקי נתן 29 ראשון לציון	8300	Quant
85	31.956449	34.7992107	דרובין יואל 35 ראשון לציון	8300	Quant
86	31.9592676	34.7973197	ברניצקי נתן 29 ראשון לציון	8300	Quant
87	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
88	31.956449	34.7992107	דרובין יואל 35 ראשון לציון	8300	Quant
89	31.956449	34.7992107	דרובין יואל 35 ראשון לציון	8300	Quant
90	31.9954368	34.7408961	חיל הצנחנים 5 ראשון לציון	8300	Quant
91	31.9585988	34.7928781	האם 8 ראשון לציון	8300	Quant
92	31.9636881	34.7910134	הירקון 4 ראשון לציון	8300	Quant
93	31.95598339999999	34.7996028	דרובין יואל 37 ראשון לציון	8300	Quant
94	31.9573572	34.7963527	ויניק 93, ראשון לציון	8300	Google
95	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
96	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
97	31.9831188	34.7806736	מבצע משה 93, ראשון לציון	8300	Google
98	31.9833366	34.7909748	הרב נורוק 10 ראשון לציון	8300	Quant
99	31.9592676	34.7973197	ברניצקי נתן 29 ראשון לציון	8300	Quant
100	31.956449	34.7992107	דרובין יואל 35 ראשון לציון	8300	Quant
101	31.9705519	34.7934562	הבריגדה 10 ראשון לציון	8300	Quant
102	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
103	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
104	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
105	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
106	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
107	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
108	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
109	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
110	31.9698566	34.7944348	צמח 7 ראשון לציון	8300	Quant
113	31.9702903	34.7933036	המתנדבים 6 ראשון לציון	8300	Quant
114	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
115	31.9702903	34.7933036	המתנדבים 6 ראשון לציון	8300	Quant
116	31.9702903	34.7933036	המתנדבים 6 ראשון לציון	8300	Quant
117	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
118	31.9742028	34.798491	אהרון וברוך 1 ראשון לציון	8300	Quant
119	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
120	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
121	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
122	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
123	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
124	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
125	31.9715986	34.808532	וייז סטפן 13 ראשון לציון	8300	Quant
126	31.9664179	34.8037183	"תרמ""ב 7, ראשון לציון"	8300	Google
127	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
128	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
129	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
130	31.9658527	34.8153414	אברבנאל 30 ראשון לציון	8300	Quant
131	31.958074	34.802164	הרצל 119 ראשון לציון	8300	Quant
132	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
133	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
134	31.9595793	34.8115315	בלקינד שמשון 21 ראשון לציון	8300	Quant
135	31.9603391	34.81375620000001	הרברט סמואל 15 ראשון לציון	8300	Quant
136	31.9658527	34.8153414	אברבנאל 30 ראשון לציון	8300	Quant
137	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
138	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
139	31.9608115	34.8085808	לבונטין 15 ראשון לציון	8300	Quant
140	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
141	31.9637259	34.822717	לוין מיכאל וחנה 14 ראשון לציון	8300	Quant
142	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
143	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
144	31.9685069	34.8123892	קידוש השם 11 ראשון לציון	8300	Quant
145	31.97077639999999	34.8153694	ראובן ובת שבע 4, ראשון לציון	8300	Google
146	31.9633727	34.8147864	האחים סולימן 2 ראשון לציון	8300	Quant
147	31.9635754	34.8143721	בית יוסף 12 ראשון לציון	8300	Quant
148	31.9947379	34.7413178	חיל הצנחנים 5, ראשון לציון	8300	Google
149	31.9967369	34.7403145	"שז""ר זלמן 24, ראשון לציון"	8300	Google
150	31.97279099999999	34.7843342	החלמונית 19 ראשון לציון	8300	Quant
151	31.97279099999999	34.7843342	החלמונית 19 ראשון לציון	8300	Quant
152	31.97279099999999	34.7843342	החלמונית 19 ראשון לציון	8300	Quant
153	31.9743285	34.7800236	שומרה 2 ראשון לציון	8300	Quant
154	31.9743285	34.7800236	שומרה 2 ראשון לציון	8300	Quant
155	31.9747202	34.7817394	שד התקומה 12 ראשון לציון	8300	Quant
156	31.9967369	34.7403145	"שז""ר זלמן 24, ראשון לציון"	8300	Google
157	31.9663635	34.780708	שדה נחום 4 ראשון לציון	8300	Quant
158	31.9663635	34.780708	שדה נחום 4 ראשון לציון	8300	Quant
159	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
161	31.9658527	34.8153414	אברבנאל 30 ראשון לציון	8300	Quant
162	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
171	31.9842906	34.7743535	אבני החושן 3 ראשון לציון	8300	Quant
501	31.9859028	34.8048782	הרב צאלח משה 4 ראשון לציון	8300	Quant
502	31.9859028	34.8048782	הרב צאלח משה 4 ראשון לציון	8300	Quant
4	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
27	31.9703399	34.7928883	המתנדבים 6, ראשון לציון	8300	Google
53	31.9549693	34.8260586	הרקפת 33, ראשון לציון	8300	Google
111	31.9698566	34.7944348	צמח 7 ראשון לציון	8300	Quant
112	31.9702903	34.7933036	המתנדבים 6 ראשון לציון	8300	Quant
160	31.9947379	34.7413178	חיל הצנחנים 5, ראשון לציון	8300	Google
163	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
164	31.9691226	34.810991	מרגולין 22, ראשון לציון	8300	Google
165	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
166	31.9635754	34.8143721	בית יוסף 12 ראשון לציון	8300	Quant
167	31.9676954	34.8201064	גוש עציון 23 ראשון לציון	8300	Quant
168	31.9637259	34.822717	לוין מיכאל וחנה 14 ראשון לציון	8300	Quant
169	31.9685069	34.8123892	קידוש השם 11 ראשון לציון	8300	Quant
170	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
172	31.9842906	34.7743535	אבני החושן 3 ראשון לציון	8300	Quant
173	31.982398	34.7820202	מבצע משה 39 ראשון לציון	8300	Quant
174	31.9818313	34.7742087	אבני החושן 2, ראשון לציון	8300	Google
175	31.9842906	34.7743535	אבני החושן 3 ראשון לציון	8300	Quant
176	31.9845057	34.7825902	הנחשול 30 ראשון לציון	8300	Quant
178	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
179	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
180	31.9818313	34.7742087	אבני החושן 2, ראשון לציון	8300	Google
181	31.982398	34.7820202	מבצע משה 39 ראשון לציון	8300	Quant
182	31.9842906	34.7743535	אבני החושן 2 ראשון לציון	8300	Quant
183	31.982398	34.7820202	מבצע משה 39 ראשון לציון	8300	Quant
184	31.9874156	34.7894385	אנילביץ 34 ראשון לציון	8300	Quant
185	31.9747202	34.7817394	שד התקומה 12 ראשון לציון	8300	Quant
186	31.9736224	34.7785242	היין 2, ראשון לציון	8300	Google
187	31.9743109	34.7769986	היין 2 ראשון לציון	8300	Quant
188	31.9747202	34.7817394	שד התקומה 12 ראשון לציון	8300	Quant
189	31.9747202	34.7817394	שד התקומה 12 ראשון לציון	8300	Quant
190	31.9736224	34.7785242	היין 2, ראשון לציון	8300	Google
191	31.9706112	34.7853678	הסחלב 2 ראשון לציון	8300	Quant
192	31.9706112	34.7853678	הסחלב 2 ראשון לציון	8300	Quant
193	31.97279099999999	34.7843342	החלמונית 19 ראשון לציון	8300	Quant
194	31.97279099999999	34.7843342	החלמונית 19 ראשון לציון	8300	Quant
195	31.9663635	34.780708	שדה נחום 4 ראשון לציון	8300	Quant
196	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
197	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
198	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
199	31.9548431	34.8144149	ראם 25, ראשון לציון	8300	Google
200	31.9567665	34.8143657	גרינשפן הרשל 6, ראשון לציון	8300	Google
201	31.956876	34.8150677	גרינשפן הרשל 8, ראשון לציון	8300	Google
202	31.9603391	34.81375620000001	הרברט סמואל 15 ראשון לציון	8300	Quant
203	31.9606998	34.7975273	האחים סמילצ'נסקי 22 ראשון לציון	8300	Quant
204	31.9564132	34.8056466	סמילנסקי 30 ראשון לציון	8300	Quant
205	31.9546699	34.814044	ראם 25 ראשון לציון	8300	Quant
206	31.9515496	34.8103175	גיבשטיין יהושע 31 ראשון לציון	8300	Quant
207	31.9493715	34.819903	אלפסי 13 ראשון לציון	8300	Quant
208	31.9521158	34.816088	ירמיהו 11, ראשון לציון	8300	Google
209	31.9576201	34.792966	ויניק 39, ראשון לציון	8300	Google
210	31.9576201	34.792966	ויניק 39, ראשון לציון	8300	Google
211	31.956449	34.7992107	דרובין יואל 35 ראשון לציון	8300	Quant
212	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
213	31.9626654	34.7927199	רמז 11, ראשון לציון	8300	Google
214	31.9592676	34.7973197	ברניצקי נתן 29 ראשון לציון	8300	Quant
215	31.9608115	34.8085808	לבונטין 15 ראשון לציון	8300	Quant
216	31.9603391	34.81375620000001	הרברט סמואל 15 ראשון לציון	8300	Quant
217	31.958074	34.802164	הרצל 119 ראשון לציון	8300	Quant
218	31.958074	34.802164	הרצל 119 ראשון לציון	8300	Quant
219	31.9585296	34.8075831	נורדאו 55, ראשון לציון	8300	Google
220	31.9947379	34.7413178	חיל הצנחנים 5, ראשון לציון	8300	Google
221	31.9965148	34.7456383	המגילה 30 ראשון לציון	8300	Quant
222	31.9947379	34.7413178	חיל הצנחנים 5, ראשון לציון	8300	Google
225	31.9705519	34.7934562	הבריגדה 10 ראשון לציון	8300	Quant
226	31.9698566	34.7944348	צמח 7 ראשון לציון	8300	Quant
227	32.0223814	34.7543904	כצנלסון 26 ראשון לציון	8300	Quant
230	31.9842124	34.7865886	סילבר 2 ראשון לציון	8300	Quant
250	31.9691226	34.810991	מרגולין 22, ראשון לציון	8300	Google
251	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
258	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
259	31.980773	34.7663629	בר-לב חיים 1 ראשון לציון	8300	Quant
260	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
261	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
262	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
263	31.980773	34.7663629	בר-לב חיים 1 ראשון לציון	8300	Quant
264	31.980773	34.7663629	בר-לב חיים 1 ראשון לציון	8300	Quant
265	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
266	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
267	31.9752254	34.7710818	"ריב""ל 1 ראשון לציון"	8300	Quant
268	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
269	31.9752254	34.7710818	"ריב""ל 1 ראשון לציון"	8300	Quant
270	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
271	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
272	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
273	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
274	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
275	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
276	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
277	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
278	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
279	31.9736224	34.7785242	היין 2, ראשון לציון	8300	Google
280	31.9794748	34.7587416	ש נווה דקלים 54 ראשון לציון	8300	Quant
281	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
282	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
283	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
284	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
285	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
286	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
287	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
290	31.9794748	34.7587416	ש נווה דקלים 54 ראשון לציון	8300	Quant
300	31.9685069	34.8123892	קידוש השם 11 ראשון לציון	8300	Quant
303	31.9633727	34.8147864	האחים סולימן 2 ראשון לציון	8300	Quant
305	31.9706112	34.7853678	הסחלב 2 ראשון לציון	8300	Quant
309	31.9552615	34.8249639	הרקפת 31 ראשון לציון	8300	Quant
310	31.9549693	34.8260586	הרקפת 33, ראשון לציון	8300	Google
311	31.9637259	34.822717	לוין מיכאל וחנה 14 ראשון לציון	8300	Quant
312	31.9637259	34.822717	לוין מיכאל וחנה 14 ראשון לציון	8300	Quant
313	31.9549693	34.8260586	הרקפת 33, ראשון לציון	8300	Google
315	31.956876	34.8150677	גרינשפן הרשל 8, ראשון לציון	8300	Google
320	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
321	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
330	31.9521158	34.816088	ירמיהו 11, ראשון לציון	8300	Google
335	31.9564132	34.8056466	סמילנסקי 30 ראשון לציון	8300	Quant
503	31.9859028	34.8048782	הרב צאלח משה 4 ראשון לציון	8300	Quant
504	31.97005	34.7945027	צמח 7, ראשון לציון	8300	Google
953	31.9794748	34.7587416	ש נווה דקלים 54 ראשון לציון	8300	Quant
954	31.9680159	34.7756739	התזמורת 17 ראשון לציון	8300	Quant
955	31.9703056	34.766595	מעגל השלום 2, ראשון לציון	8300	Google
223	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
224	31.9515496	34.8103175	גיבשטיין יהושע 31 ראשון לציון	8300	Quant
228	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
229	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
231	31.9552615	34.8249639	הרקפת 31 ראשון לציון	8300	Quant
232	31.9635137	34.8076941	אחד העם 7 ראשון לציון	8300	Quant
233	31.9658527	34.8153414	אברבנאל 30 ראשון לציון	8300	Quant
234	31.95853749999999	34.8074995	נורדאו 55 ראשון לציון	8300	Quant
235	31.9818313	34.7742087	אבני החושן 2, ראשון לציון	8300	Google
236	31.9794748	34.7587416	ש נווה דקלים 54 ראשון לציון	8300	Quant
237	31.972839	34.80024	שינקין 18 ראשון לציון	8300	Quant
238	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
239	31.9818313	34.7742087	אבני החושן 2, ראשון לציון	8300	Google
240	31.9967369	34.7403145	"שז""ר זלמן 24, ראשון לציון"	8300	Google
241	31.9969342	34.7403001	"שז""ר זלמן 24 ראשון לציון"	8300	Quant
242	31.9685069	34.8123892	קידוש השם 11 ראשון לציון	8300	Quant
243	31.9743285	34.7800236	שומרה 2 ראשון לציון	8300	Quant
244	31.9874156	34.7894385	אנילביץ 34 ראשון לציון	8300	Quant
245	31.9967369	34.7403145	"שז""ר זלמן 24, ראשון לציון"	8300	Google
246	31.971193	34.815313	ראובן ובת שבע 4 ראשון לציון	8300	Quant
247	31.9576201	34.792966	ויניק 39 ראשון לציון	8300	Quant
248	31.980773	34.7663629	בר-לב חיים 1 ראשון לציון	8300	Quant
249	31.980773	34.7663629	בר-לב חיים 1 ראשון לציון	8300	Quant
252	31.9521158	34.816088	ירמיהו 11, ראשון לציון	8300	Google
253	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
254	31.9639432	34.7762263	נגבה 33 ראשון לציון	8300	Quant
255	31.9780116	34.7736433	אלקבץ 2 ראשון לציון	8300	Quant
256	31.9850353	34.8041478	הרב צאלח משה 23 ראשון לציון	8300	Quant
257	31.969014	34.8076335	יהודה לייב 38 ראשון לציון	8300	Quant
288	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
289	31.9624889	34.771862	התזמורת 43 ראשון לציון	8300	Quant
291	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
292	31.9693852	34.7675432	מעגל השלום 2 ראשון לציון	8300	Quant
293	31.9874156	34.7894385	אנילביץ 34 ראשון לציון	8300	Quant
294	31.9698566	34.7944348	צמח 7 ראשון לציון	8300	Quant
