סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,lon,lat,Address,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
15,7746,רמת גן,8600,206,34.82527900000001,32.0607605,אהרונסון שרה 32 רמת גן,6,0,627,450,2,448,35,3,3,0,0,0,0,25,0,0,0,0,0,0,0,8,25,107,19,0,0,0,205,0,1,0,0,0,0,0,0,17
15,7747,רמת גן,8600,207,34.8278041,32.06916760000001,תל חי 3 רמת גן,32,0,508,333,1,332,22,7,0,0,0,0,0,11,0,0,0,0,0,0,1,6,17,102,11,0,0,0,145,0,0,0,0,0,0,0,0,10
15,7748,רמת גן,8600,208,34.8335108,32.0662866,"אצ""ל 19 רמת גן",61,0,629,403,0,403,34,3,2,1,0,0,0,24,0,0,0,0,0,0,0,8,11,127,13,0,0,0,142,1,0,0,0,0,0,0,0,37
15,7749,רמת גן,8600,209,34.8278041,32.06916760000001,תל חי 3 רמת גן,32,0,619,441,4,437,39,4,0,1,0,0,0,28,0,1,0,0,0,0,0,10,28,111,17,0,0,0,178,0,0,0,0,0,0,0,0,20
15,7750,רמת גן,8600,210,34.83300699999999,32.0656155,בן אליעזר אריה 30 רמת גן,2,0,535,375,0,375,23,2,0,0,0,0,0,23,0,0,0,0,0,0,0,2,19,101,14,1,0,0,172,0,0,0,0,0,0,0,0,18
15,7751,רמת גן,8600,211,34.8338237,32.0687231,מנדל מתתיהו 11 רמת גן,70,0,557,361,3,358,18,12,2,1,0,0,0,70,0,0,0,1,0,0,0,20,7,137,3,0,1,0,49,0,0,0,0,0,0,0,1,36
15,7752,רמת גן,8600,212,34.835389,32.068517,פומבדיתא 16 רמת גן,20,0,728,516,5,511,18,17,0,0,0,0,0,97,0,0,0,0,0,0,0,15,18,188,12,0,0,0,86,1,0,0,0,0,0,0,0,59
15,7753,רמת גן,8600,213,34.835389,32.068517,פומבדיתא 16 רמת גן,20,0,679,461,3,458,23,24,0,0,0,0,0,101,0,0,0,0,0,0,0,21,16,132,4,1,0,0,50,0,1,0,0,0,0,0,0,85
15,7754,רמת גן,8600,214,34.83300699999999,32.0656155,בן אליעזר אריה 30 רמת גן,2,0,603,399,0,399,30,0,4,1,0,0,0,19,0,0,0,0,0,0,0,6,16,112,23,0,0,0,181,0,0,0,0,0,0,0,0,7
15,7755,רמת גן,8600,215,34.8366816,32.0682147,"אצ""ל 41 רמת גן",113,0,689,462,0,462,19,17,0,0,0,0,0,71,0,2,0,0,0,0,0,29,6,179,7,1,0,0,63,1,0,0,0,0,0,0,0,67
15,7756,רמת גן,8600,216,34.8338237,32.0687231,מנדל מתתיהו 11 רמת גן,70,1,640,476,3,473,39,4,0,1,1,0,0,29,0,1,0,0,0,0,0,5,22,127,18,0,0,0,184,0,0,0,0,0,0,0,0,42
15,7757,רמת גן,8600,217,34.835389,32.068517,פומבדיתא 16 רמת גן,20,0,646,495,1,494,35,8,0,0,0,0,0,21,0,0,0,0,0,0,0,3,35,152,18,0,0,0,198,0,0,0,0,0,0,0,0,24
15,7758,רמת גן,8600,218,34.83300699999999,32.0656155,בן אליעזר אריה 30 רמת גן,2,0,585,417,1,416,39,0,0,0,1,0,0,32,0,0,0,0,0,0,0,2,16,119,17,0,0,0,173,0,0,0,0,0,0,0,0,17
15,7759,רמת גן,8600,219,34.8347536,32.063091,הכבאים 25 רמת גן,67,0,678,511,1,510,38,6,1,0,0,0,0,20,0,0,0,0,0,0,0,4,30,157,27,0,0,0,214,0,0,0,0,0,0,0,0,13
15,7760,רמת גן,8600,221,34.83321040000001,32.060189,החולה 4 רמת גן,3,0,501,333,2,331,25,2,1,0,0,0,0,15,0,1,0,0,0,0,0,4,20,105,13,0,0,0,124,0,0,0,0,0,0,0,0,21
15,7761,רמת גן,8600,223,34.83300699999999,32.0656155,בן אליעזר אריה 30 רמת גן,2,0,539,409,5,404,30,2,0,0,0,0,0,14,0,1,0,0,0,0,0,2,21,88,18,0,0,0,218,0,1,0,0,0,0,0,0,9
15,7762,רמת גן,8600,224,34.83300699999999,32.0656155,בן אליעזר אריה 30 רמת גן,2,0,472,295,0,295,11,6,1,0,0,0,0,36,0,0,0,0,0,0,0,8,7,126,5,0,0,0,48,0,0,0,0,0,1,0,0,46
15,7763,רמת גן,8600,225,34.8347536,32.063091,הכבאים 25 רמת גן,67,0,654,453,1,452,43,3,0,0,0,0,0,16,0,1,0,0,0,0,1,6,36,122,21,0,0,0,189,0,0,0,0,0,0,0,0,14
15,7764,רמת גן,8600,226,34.83321040000001,32.060189,החולה 4 רמת גן,3,0,613,450,1,449,29,3,0,0,0,0,0,27,0,1,0,0,0,0,0,8,19,123,15,0,0,0,206,0,0,0,0,0,0,0,0,18
15,7765,רמת גן,8600,227,34.8347536,32.063091,הכבאים 25 רמת גן,67,0,640,494,0,494,44,4,0,0,0,0,0,35,0,0,0,0,0,0,0,5,22,120,33,0,0,0,222,0,0,0,0,0,0,0,2,7
15,7766,רמת גן,8600,228,34.8347536,32.063091,הכבאים 25 רמת גן,67,0,746,584,2,582,44,9,1,0,0,0,0,36,0,0,0,0,0,0,0,6,40,149,16,1,0,0,263,0,0,0,0,0,0,0,0,17
15,7767,רמת גן,8600,229,34.835389,32.068517,פומבדיתא 16 רמת גן,20,0,663,457,6,451,27,14,1,0,1,0,1,32,0,0,0,0,0,0,0,17,26,139,9,0,0,0,143,0,0,0,0,0,0,0,0,41
15,7768,רמת גן,8600,230,34.8347536,32.063091,הכבאים 25 רמת גן,67,0,735,585,0,585,51,7,0,0,0,0,2,51,0,0,0,1,0,0,0,4,25,165,20,0,0,0,232,0,1,0,0,0,0,0,0,26
15,7769,רמת גן,8600,231,34.835389,32.068517,פומבדיתא 16 רמת גן,20,0,635,393,1,392,34,2,0,0,0,0,0,27,0,1,0,0,0,0,0,4,24,107,9,1,0,0,159,0,1,0,0,0,0,0,0,23
15,7770,רמת גן,8600,232,34.8147248,32.0478309,שלם 32 רמת גן,22,0,610,393,3,390,35,3,2,0,0,0,1,14,1,1,0,0,0,0,0,1,24,138,25,0,0,0,117,0,0,0,0,0,0,0,0,28
15,7771,רמת גן,8600,233,34.8156381,32.0496252,בניהו 29 רמת גן,11,1,621,416,8,408,10,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,203,13,0,0,0,54,0,0,0,0,0,0,0,0,87
15,7772,רמת גן,8600,234,34.8147248,32.0478309,שלם 32 רמת גן,22,0,657,437,2,435,21,13,0,0,0,0,0,14,0,0,0,0,0,0,0,4,26,238,12,0,1,0,48,0,0,0,0,0,0,1,0,57
15,7773,רמת גן,8600,235,34.8129278,32.0534577,שלם 1 רמת גן,66,0,592,355,2,353,19,6,0,0,0,0,0,4,0,0,0,0,0,0,0,6,32,126,18,0,0,0,92,0,0,0,0,0,0,0,0,50
15,7774,רמת גן,8600,236,34.8194952,32.0512062,עזריאל 26 רמת גן,40,0,605,435,1,434,29,4,0,1,1,0,0,17,0,0,0,0,0,0,0,4,18,163,30,1,1,0,107,0,0,0,0,0,0,0,0,58
15,7775,רמת גן,8600,237,34.8129278,32.0534577,שלם 1 רמת גן,66,0,735,519,1,518,24,5,3,0,1,0,1,18,0,0,0,1,0,0,0,7,21,191,30,0,0,0,160,0,0,0,0,0,0,0,0,56
15,7776,רמת גן,8600,238.1,34.8478373,32.0541633,מנדס 55 רמת גן,16,0,618,441,1,440,23,4,2,0,0,0,0,16,0,0,0,0,0,0,0,3,35,82,36,0,0,0,235,0,1,0,0,0,0,0,0,3
15,7777,רמת גן,8600,238.2,34.8478373,32.0541633,מנדס 55 רמת גן,16,0,618,421,1,420,19,6,2,0,0,0,0,29,0,1,0,0,0,0,0,1,19,66,28,0,0,0,244,0,0,0,0,0,0,0,0,5
15,7778,רמת גן,8600,238.3,34.8478373,32.0541633,מנדס 55 רמת גן,16,0,618,431,1,430,30,1,5,0,0,0,0,25,0,1,0,0,0,0,0,4,11,98,29,0,0,0,218,1,0,0,0,0,0,0,0,7
15,7779,רמת גן,8600,238.4,34.8478373,32.0541633,מנדס 55 רמת גן,16,0,618,394,1,393,28,5,3,0,0,0,0,24,0,0,0,0,0,0,0,1,27,71,18,1,0,0,209,0,0,0,0,0,0,0,0,6
15,7780,רמת גן,8600,238.5,34.8478373,32.0541633,מנדס 55 רמת גן,16,0,615,413,0,413,34,1,2,0,0,0,0,20,0,0,0,0,0,0,0,1,21,69,34,0,0,0,225,0,0,0,0,0,0,0,0,6
15,7781,רמת גן,8600,243,34.8147248,32.0478309,שלם 32 רמת גן,22,0,683,500,1,499,25,8,1,0,0,0,0,10,1,0,0,0,1,0,0,5,40,177,41,0,0,0,143,0,0,0,0,0,0,0,1,46
15,7782,רמת גן,8600,245,34.8177244,32.0565693,המאה ואחד רמת גן,30,0,564,409,0,409,22,2,3,0,0,0,0,27,0,0,0,0,0,0,0,1,12,54,56,0,0,0,230,0,0,0,0,0,0,0,1,1
15,7783,רמת גן,8600,246,34.816347,32.053576,רמת חן 43 רמת גן,114,0,695,515,2,513,49,2,3,0,1,0,1,9,0,0,0,0,0,0,0,0,10,89,71,0,0,0,272,0,0,0,0,0,0,0,0,6
15,7784,רמת גן,8600,247,34.8165676,32.0542758,רמת חן 41 רמת גן,27,0,597,418,0,418,39,4,1,0,0,0,2,10,0,0,0,0,0,0,0,4,20,92,30,0,0,0,202,0,0,0,0,0,0,0,0,14
15,7785,רמת גן,8600,248,34.8177244,32.0565693,המאה ואחד רמת גן,30,0,668,500,0,500,44,1,3,0,0,0,0,19,0,1,0,0,0,0,0,2,20,78,72,0,0,0,256,0,1,0,0,0,0,0,0,3
15,7786,רמת גן,8600,249,34.8165676,32.0542758,רמת חן 41 רמת גן,27,1,785,563,3,560,29,7,2,0,0,0,0,22,0,1,0,0,0,0,0,2,20,93,73,0,0,0,305,0,0,0,0,0,0,0,0,6
15,7787,רמת גן,8600,250,34.816347,32.053576,רמת חן 43 רמת גן,114,0,706,483,1,482,39,4,0,0,0,0,1,16,0,0,0,1,0,0,0,5,23,64,73,0,0,0,248,0,0,0,0,0,0,0,0,8
15,7788,רמת גן,8600,251,34.8194952,32.0512062,עזריאל 26 רמת גן,40,0,602,434,2,432,37,7,0,0,1,0,0,15,0,0,0,0,0,0,0,0,14,114,26,0,0,0,212,0,0,0,0,0,2,0,0,4
15,7789,רמת גן,8600,252,34.8218223,32.0683966,עוזיאל 106 רמת גן,24,0,557,400,1,399,40,6,0,0,0,0,0,12,0,1,0,0,0,0,0,4,18,127,34,0,0,0,126,0,0,0,0,0,1,0,0,30
15,7790,רמת גן,8600,254,34.8335108,32.0662866,"אצ""ל 19 רמת גן",61,0,587,415,3,412,37,5,3,0,0,0,0,16,0,2,0,0,0,0,0,6,27,131,8,0,0,0,143,0,0,0,0,0,0,0,0,34
15,7791,רמת גן,8600,502,34.8333512,32.0412503,שד האורנים רמת אפעל רמת גן,100,0,608,439,0,439,18,1,3,0,0,0,1,14,0,0,0,0,0,0,0,1,24,79,45,0,0,0,249,0,0,0,0,0,0,0,0,4
15,7792,רמת גן,8600,503,34.8333512,32.0412503,שד האורנים רמת אפעל רמת גן,100,0,582,420,1,419,29,2,2,0,0,0,0,13,0,1,0,0,0,0,0,0,20,48,43,0,0,0,259,0,0,0,0,0,0,0,0,2
15,7793,רמת גן,8600,504,34.8333512,32.0412503,שד האורנים רמת אפעל רמת גן,100,0,637,511,2,509,33,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,77,51,1,0,0,312,0,0,0,0,0,0,0,1,0
15,7794,רמת גן,8600,505,34.8333512,32.0412503,שד האורנים רמת אפעל רמת גן,100,0,602,358,4,354,31,3,1,0,0,0,0,12,0,1,0,0,0,0,0,1,19,63,29,0,0,0,188,0,0,0,0,0,0,0,0,6
15,7795,רמת גן,8600,515,34.8343516,32.0519839,נווה אפעל רמת גן,108,0,333,215,1,214,32,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,24,14,1,0,0,132,0,0,0,0,0,0,0,0,0
15,7796,רמת גן,8600,521,34.8417207,32.0584275,"כפר אז""ר רמת גן",105,0,433,332,1,331,39,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,8,20,67,0,0,0,188,0,0,0,0,1,0,0,0,0
15,7797,רמת גן,8600,951,34.8064094,32.0848241,בנימין 28 רמת גן,8,0,689,371,0,371,20,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,40,99,25,0,0,0,161,0,0,0,0,0,0,0,1,9
5,1990,רמת דוד,135,1,35.20403599999999,32.678991,רמת דוד,1,0,355,288,2,286,41,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,6,21,45,0,0,0,166,0,0,0,0,0,0,0,0,0
19,10364,רמת הכובש,184,1,34.93828999999999,32.218313,רמת הכובש,1,0,659,526,0,526,90,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,14,19,106,0,0,0,288,0,0,0,0,0,0,1,0,2
5,2045,רמת השופט,335,1,35.094079,32.609356,רמת השופט,1,0,721,511,2,509,66,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,16,28,143,0,0,0,251,0,0,0,0,0,0,0,0,0
15,7798,רמת השרון,2650,1,34.8599089,32.1328126,עזרא 20 רמת השרון,12,0,738,582,2,580,23,37,0,0,0,0,2,25,0,1,0,0,0,0,0,13,21,153,27,0,0,0,178,0,0,0,0,0,0,0,0,100
15,7799,רמת השרון,2650,2.1,34.8565865,32.1309444,יהודה הלוי 5 רמת השרון,17,0,601,458,0,458,23,20,0,0,0,0,0,16,0,0,0,0,0,0,0,1,15,136,43,2,0,0,183,0,0,0,0,0,0,0,0,19
15,7800,רמת השרון,2650,2.2,34.8565865,32.1309444,יהודה הלוי 5 רמת השרון,17,0,601,448,1,447,24,11,0,1,0,0,0,21,0,0,0,0,0,0,0,12,11,155,28,0,0,0,149,0,0,0,0,0,0,0,0,35
15,7801,רמת השרון,2650,2.3,34.8565865,32.1309444,יהודה הלוי 5 רמת השרון,17,0,601,433,2,431,26,17,1,0,0,0,0,16,0,1,0,0,0,0,0,2,12,139,30,0,0,0,158,0,0,0,0,0,1,0,0,28
15,7802,רמת השרון,2650,2.4,34.8565865,32.1309444,יהודה הלוי 5 רמת השרון,17,0,600,420,2,418,32,14,3,0,0,0,0,21,0,0,0,0,0,0,0,6,12,127,23,0,0,0,152,0,0,0,0,0,0,0,1,27
15,7803,רמת השרון,2650,4,34.8500208,32.1365533,רמז 8 רמת השרון,1,0,702,477,4,473,41,10,2,0,0,0,0,20,0,0,0,0,0,0,1,5,58,146,32,0,0,0,130,0,0,0,0,0,0,0,0,28
15,7804,רמת השרון,2650,5,34.8496379,32.1304844,בית השואבה 7 רמת השרון,7,0,752,539,1,538,26,56,4,0,0,0,0,41,0,1,0,0,0,0,0,16,9,192,22,0,0,0,103,0,0,0,0,0,0,0,0,68
15,7805,רמת השרון,2650,6,34.8500208,32.1365533,רמז 8 רמת השרון,1,0,567,400,2,398,38,18,1,0,0,0,0,10,0,0,0,0,0,0,0,9,12,88,46,0,0,0,159,0,0,0,0,0,0,1,0,16
15,7806,רמת השרון,2650,7.1,34.8413786,32.133218,טהון 5 רמת השרון,14,0,607,433,1,432,41,2,0,0,0,0,1,4,0,1,0,0,0,0,0,3,3,49,86,0,0,0,242,0,0,0,0,0,0,0,0,0
15,7807,רמת השרון,2650,7.2,34.8413786,32.133218,טהון 5 רמת השרון,14,0,607,422,2,420,32,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,15,45,68,0,0,0,248,0,0,0,0,0,0,0,0,1
15,7808,רמת השרון,2650,7.3,34.8413786,32.133218,טהון 5 רמת השרון,14,0,605,446,1,445,27,1,4,0,0,0,1,6,0,0,0,0,0,0,0,0,17,35,71,0,0,0,280,0,0,0,0,0,1,0,0,2
15,7809,רמת השרון,2650,9,34.8500208,32.1365533,רמז 8 רמת השרון,1,0,650,453,2,451,46,3,2,0,0,0,1,4,0,0,0,0,0,0,0,1,12,40,93,0,0,0,237,0,0,0,0,0,0,0,0,12
15,7810,רמת השרון,2650,11,34.8414076,32.1409111,הרב אורבוך 30 רמת השרון,4,0,566,405,2,403,38,2,1,0,0,0,0,7,0,0,0,0,0,0,0,1,14,38,55,0,0,0,246,0,0,0,0,0,0,0,0,1
15,7811,רמת השרון,2650,12,34.8458382,32.1484625,אוסישקין 101 רמת השרון,11,0,528,393,1,392,26,2,1,0,0,0,0,8,0,0,0,0,0,0,0,2,13,53,48,0,0,0,237,0,0,0,0,0,0,0,0,2
15,7812,רמת השרון,2650,13,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,686,469,1,468,34,6,2,0,0,0,2,8,0,1,0,0,0,0,0,2,17,58,51,0,0,0,279,1,0,0,0,0,0,1,0,6
15,7813,רמת השרון,2650,14,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,692,510,0,510,22,2,5,0,0,0,0,9,0,1,0,0,0,0,0,1,34,67,51,0,0,0,316,1,0,0,0,0,0,0,0,1
15,7814,רמת השרון,2650,15,34.8496379,32.1304844,בית השואבה 7 רמת השרון,7,0,755,528,2,526,24,29,0,0,0,0,0,14,0,0,0,0,0,0,0,13,11,134,49,0,0,0,223,0,0,0,0,0,0,0,0,29
15,7815,רמת השרון,2650,16,34.8496379,32.1304844,בית השואבה 7 רמת השרון,7,0,648,444,2,442,25,54,1,1,0,0,0,31,0,0,0,0,0,0,0,11,6,117,17,0,0,0,109,0,0,0,0,0,0,0,1,69
15,7816,רמת השרון,2650,17,34.8599089,32.1328126,עזרא 20 רמת השרון,12,0,558,396,2,394,23,31,0,0,0,0,0,16,0,1,0,0,0,0,0,10,15,155,13,0,0,0,83,0,0,0,1,1,0,0,0,45
15,7817,רמת השרון,2650,18,34.8496379,32.1304844,בית השואבה 7 רמת השרון,7,0,512,347,1,346,23,13,0,0,0,0,1,32,0,0,0,0,0,0,0,4,13,123,25,0,0,0,92,0,1,0,0,0,0,0,0,19
15,7818,רמת השרון,2650,19,34.8379103,32.1348307,"תרפ""ד 45 רמת השרון",2,0,641,466,1,465,36,4,1,0,0,0,0,11,0,0,0,0,0,0,0,1,16,37,78,0,0,0,279,0,0,0,0,0,0,0,0,2
15,7819,רמת השרון,2650,20.1,34.8328499,32.1441328,הבנים 46 רמת השרון,3,0,620,408,3,405,22,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,21,57,49,0,0,0,240,0,0,0,0,0,1,0,0,2
15,7820,רמת השרון,2650,20.2,34.8328499,32.1441328,הבנים 46 רמת השרון,3,0,620,404,0,404,34,6,0,1,0,0,0,13,0,0,0,0,0,0,0,4,21,47,46,0,0,0,232,0,0,0,0,0,0,0,0,0
15,7821,רמת השרון,2650,20.3,34.8328499,32.1441328,הבנים 46 רמת השרון,3,1,620,419,1,418,26,13,1,1,0,0,0,11,0,0,0,0,0,0,0,4,22,72,43,0,0,0,220,0,0,0,0,0,1,0,0,4
15,7822,רמת השרון,2650,20.4,34.8328499,32.1441328,הבנים 46 רמת השרון,3,0,620,463,0,463,24,5,0,0,0,0,0,15,0,1,0,0,0,0,0,1,23,74,45,0,0,0,271,0,0,0,0,0,0,0,0,4
15,7823,רמת השרון,2650,21,34.8407653,32.1391002,אוסישקין 7 רמת השרון,8,0,726,527,1,526,53,0,1,0,0,0,1,11,0,0,0,0,0,0,0,0,14,83,53,0,1,0,306,0,0,0,0,0,1,0,0,2
15,7824,רמת השרון,2650,22,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,1,652,453,4,449,33,8,1,0,0,0,0,5,0,0,0,0,0,0,0,0,13,69,63,0,0,0,250,0,0,0,0,1,1,0,0,5
15,7825,רמת השרון,2650,23,34.8379103,32.1348307,"תרפ""ד 45 רמת השרון",2,0,599,427,0,427,28,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0,11,49,68,0,0,0,259,0,0,0,0,0,0,0,0,1
15,7826,רמת השרון,2650,25,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,666,462,0,462,33,15,2,0,0,0,0,9,0,0,0,0,0,0,0,0,11,66,53,0,0,0,269,0,1,0,0,0,0,0,0,3
15,7827,רמת השרון,2650,26,34.8407653,32.1391002,אוסישקין 7 רמת השרון,8,0,583,422,2,420,39,16,0,0,0,0,0,9,0,0,0,0,0,0,0,1,15,51,57,0,0,0,228,0,0,0,0,0,0,0,0,4
15,7828,רמת השרון,2650,27,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,712,555,1,554,48,3,2,0,0,0,0,11,0,0,0,0,0,0,0,0,20,60,76,0,0,0,333,0,0,0,0,0,0,0,0,1
15,7829,רמת השרון,2650,29,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,502,381,1,380,27,4,2,0,0,0,1,8,0,0,0,0,0,0,0,1,12,47,43,0,0,0,232,0,0,0,1,0,0,0,0,2
15,7830,רמת השרון,2650,31.1,34.8334001,32.1443478,הבנים 46א רמת השרון,19,0,665,498,0,498,41,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,21,57,53,0,0,0,305,0,0,0,0,0,0,0,0,8
15,7831,רמת השרון,2650,31.2,34.8334001,32.1443478,הבנים 46א רמת השרון,19,0,665,458,1,457,29,4,0,0,1,0,0,8,0,0,0,0,0,0,0,2,24,37,64,0,0,0,288,0,0,0,0,0,0,0,0,0
15,7832,רמת השרון,2650,31.3,34.8334001,32.1443478,הבנים 46א רמת השרון,19,0,663,462,1,461,27,2,3,0,0,0,1,6,0,1,0,0,0,0,0,1,16,43,76,0,0,0,285,0,0,0,0,0,0,0,0,0
15,7833,רמת השרון,2650,32,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,571,419,1,418,28,2,0,0,0,0,1,7,0,0,0,0,0,0,0,0,21,63,42,0,0,0,249,0,0,0,0,0,0,0,0,5
15,7834,רמת השרון,2650,33,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,476,348,0,348,13,2,0,0,0,0,0,12,0,0,0,0,0,0,0,2,11,56,26,0,0,0,225,0,0,0,0,0,0,0,0,1
15,7835,רמת השרון,2650,34,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,568,430,1,429,26,3,1,0,0,0,0,11,0,0,0,0,0,0,0,1,18,39,48,0,0,0,276,0,0,0,0,1,0,0,0,5
15,7836,רמת השרון,2650,37,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,0,502,368,1,367,29,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,14,66,41,0,0,0,200,0,0,0,0,0,0,0,0,6
15,7837,רמת השרון,2650,38,34.8458382,32.1484625,אוסישקין 101 רמת השרון,11,0,685,539,2,537,32,2,0,1,0,0,0,7,0,0,0,0,0,0,0,5,19,86,50,0,0,0,332,0,0,0,0,0,0,0,1,2
15,7838,רמת השרון,2650,41,34.8458382,32.1484625,אוסישקין 101 רמת השרון,11,0,659,470,0,470,47,5,2,0,0,0,0,7,0,0,0,0,0,0,0,2,16,69,53,0,0,0,265,0,0,0,0,0,0,0,0,4
15,7839,רמת השרון,2650,42,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,695,514,2,512,46,3,2,0,0,0,1,5,0,0,0,0,0,0,0,0,12,59,74,0,0,0,307,0,0,0,0,0,0,0,0,3
15,7840,רמת השרון,2650,44,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,531,392,0,392,27,5,3,0,0,0,0,9,0,0,0,0,0,0,0,1,20,53,45,0,0,0,223,0,0,0,0,0,0,0,0,6
15,7841,רמת השרון,2650,46,34.8500208,32.1365533,רמז 8 רמת השרון,1,0,537,393,0,393,27,18,1,0,0,0,0,15,0,0,0,0,0,0,0,3,12,95,42,1,0,0,133,0,1,0,0,0,0,0,0,45
15,7842,רמת השרון,2650,47.1,34.8442613,32.140682,השופטים 32 רמת השרון,16,0,577,417,0,417,32,5,0,0,0,0,0,9,0,0,0,0,0,0,0,6,11,57,48,0,0,0,247,0,0,0,0,0,0,0,1,1
15,7843,רמת השרון,2650,47.2,34.8442613,32.140682,השופטים 32 רמת השרון,16,0,577,418,1,417,31,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,42,43,0,0,0,272,0,0,0,0,0,0,0,0,1
15,7844,רמת השרון,2650,47.3,34.8442613,32.140682,השופטים 32 רמת השרון,16,0,577,401,3,398,32,5,2,0,1,0,0,6,0,0,0,0,0,0,0,2,13,52,48,0,0,0,234,0,0,0,0,0,0,0,0,3
15,7845,רמת השרון,2650,47.4,34.8442613,32.140682,השופטים 32 רמת השרון,16,0,575,431,1,430,34,7,1,0,0,0,0,8,0,0,0,0,0,0,0,3,13,66,44,0,0,0,253,0,0,1,0,0,0,0,0,0
15,7846,רמת השרון,2650,51,34.8414076,32.1409111,הרב אורבוך 30 רמת השרון,4,1,587,388,4,384,36,8,0,1,0,0,0,3,0,0,0,0,0,0,0,5,13,69,41,0,1,0,198,0,0,0,0,0,0,0,0,9
15,7847,רמת השרון,2650,52,34.8414076,32.1409111,הרב אורבוך 30 רמת השרון,4,0,571,401,0,401,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,18,55,47,0,0,0,226,0,0,0,0,0,0,0,0,15
15,7848,רמת השרון,2650,54,34.8407653,32.1391002,אוסישקין 7 רמת השרון,8,0,713,499,0,499,37,8,2,0,0,0,1,10,0,0,0,0,0,0,0,3,26,80,62,0,0,0,265,0,0,0,0,0,0,0,0,5
15,7849,רמת השרון,2650,55,34.8407653,32.1391002,אוסישקין 7 רמת השרון,8,0,488,337,1,336,28,3,2,0,0,0,0,5,0,1,0,0,0,0,0,0,9,36,42,0,0,0,208,0,0,0,0,1,0,0,0,1
15,7850,רמת השרון,2650,58,34.8441107,32.1447379,אוסישקין 65 רמת השרון,5,0,593,437,0,437,24,6,4,0,0,0,0,9,0,0,0,0,0,0,0,3,17,53,61,0,0,0,254,0,0,0,0,0,0,0,0,6
15,7851,רמת השרון,2650,59,34.8311553,32.1499373,יצחק אלחנן 13 רמת השרון,9,1,517,359,2,357,17,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,46,57,0,0,0,220,0,0,0,0,0,0,0,0,0
15,7852,רמת השרון,2650,60,34.8458382,32.1484625,אוסישקין 101 רמת השרון,11,0,671,486,5,481,30,1,1,0,0,0,0,6,0,0,0,0,0,0,0,2,13,79,43,0,0,0,304,0,1,0,0,0,0,0,0,1
15,7853,רמת השרון,2650,64,34.8181106,32.1248912,הבאר 1 רמת השרון,6,0,716,598,0,598,25,2,0,0,0,0,0,11,0,0,0,0,0,0,0,3,23,99,41,0,0,0,387,0,0,0,0,0,0,0,0,7
15,7854,רמת השרון,2650,65,34.8181106,32.1248912,הבאר 1 רמת השרון,6,0,704,567,0,567,27,2,2,0,0,0,0,18,0,0,0,0,0,0,0,0,23,83,45,0,0,0,365,0,0,0,0,0,0,0,0,2
15,7855,רמת השרון,2650,66,34.8599089,32.1328126,עזרא 20 רמת השרון,12,0,666,524,1,523,35,2,3,0,0,0,0,14,0,0,0,0,0,0,0,5,38,104,46,0,0,0,271,0,1,0,0,0,0,0,0,4
15,7856,רמת השרון,2650,67,34.8599089,32.1328126,עזרא 20 רמת השרון,12,0,697,557,1,556,40,11,2,0,0,0,0,14,0,1,0,0,0,0,0,5,28,150,37,0,0,0,239,0,0,0,0,0,0,0,0,29
15,7857,רמת השרון,2650,68,34.8181106,32.1248912,הבאר 1 רמת השרון,6,0,551,473,1,472,24,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,22,62,47,0,0,0,301,0,0,0,0,0,3,0,0,1
